ID,ActionDate,ActionType,NullColumn,
10,5/22/15,Phone Call,,
100,1/27/04,Meeting,,
100,2/12/04,Phone Call,,
100,3/4/04,Phone Call,,
100,5/18/05,Meeting,,
100,6/1/06,Phone Call,,
100,8/16/06,Phone Call,,
100,6/23/06,Email,,
100,9/20/06,Meeting,,
100,9/22/06,Email,,
100,9/23/06,Email,,
100,10/11/07,Email,,
100,10/9/07,Meeting,,
100,4/30/08,Phone Call,,
100,5/5/08,Mailing,,
10000,5/19/04,Meeting,,
1001,10/31/14,Mailing,,
1001,2/29/16,Mailing,,
1006,5/27/14,Phone Call,,
10075,1/28/04,Meeting,,
10075,1/27/06,Mailing,,
1009,1/13/05,Meeting,,
1009,8/26/05,Meeting,,
1009,8/26/05,Meeting,,
1009,11/29/05,Phone Call,,
1009,7/10/06,Meeting,,
1009,12/6/06,Phone Call,,
1009,1/12/07,Mailing,,
1009,11/6/07,Meeting,,
1009,11/20/07,Mailing,,
1009,12/7/07,Meeting,,
1009,3/19/09,Email,,
1009,7/31/09,Meeting,,
1009,7/17/09,Phone Call,,
1009,1/15/10,Mailing,,
1009,8/28/10,Meeting,,
1009,9/2/10,Meeting,,
1009,9/3/10,Mailing,,
1009,5/24/11,Mailing,,
1009,5/6/11,Meeting,,
1009,7/27/11,Phone Call,,
1009,9/20/11,Email,,
1009,12/16/11,Mailing,,
1009,1/9/12,Mailing,,
1009,1/23/12,Phone Call,,
1009,1/23/12,Email,,
1009,6/3/12,Meeting,,
1009,10/12/12,Meeting,,
1009,12/18/12,Mailing,,
1009,1/14/13,Mailing,,
1009,10/18/13,Mailing,,
1009,12/19/13,Mailing,,
1009,1/14/14,Mailing,,
1009,5/26/15,Phone Call,,
1009,6/15/15,Email,,
1009,2/12/16,Phone Call,,
10092,2/7/08,Meeting,,
10092,11/11/15,Mailing,,
10092,2/15/16,Email,,
10126,2/20/13,Email,,
10130,1/16/13,Email,,
10130,2/17/16,Email,,
10132,1/12/16,Email,,
10132,2/4/16,Email,,
10132,2/11/16,Phone Call,,
10132,2/17/16,Email,,
10132,2/24/16,Meeting,,
10173,10/11/12,Meeting,,
10174,3/17/14,Email,,
10184,11/13/09,Phone Call,,
10184,5/27/11,Email,,
10184,9/20/11,Email,,
10184,9/29/11,Email,,
10184,2/24/14,Email,,
10204,3/30/12,Mailing,,
10204,3/13/12,Meeting,,
10205,9/21/06,Meeting,,
10205,10/18/06,Meeting,,
10205,2/27/09,Phone Call,,
10205,2/19/10,Meeting,,
10205,5/13/11,Phone Call,,
10205,5/16/12,Email,,
10207,11/30/05,Meeting,,
10208,8/10/12,Mailing,,
10212,1/20/05,Phone Call,,
10212,7/29/05,Meeting,,
10212,9/1/05,Phone Call,,
10212,9/26/05,Meeting,,
10212,11/3/05,Meeting,,
10212,11/6/05,Mailing,,
10212,11/2/05,Phone Call,,
10212,12/15/05,Meeting,,
10212,12/20/05,Mailing,,
10212,1/12/06,Phone Call,,
10212,2/23/06,Meeting,,
10212,3/23/06,Meeting,,
10212,4/8/06,Mailing,,
10212,4/6/06,Meeting,,
10212,4/3/06,Meeting,,
10212,5/2/06,Meeting,,
10212,5/26/06,Meeting,,
10212,12/20/05,Meeting,,
10212,8/18/06,Meeting,,
10212,9/15/06,Meeting,,
10212,11/7/06,Meeting,,
10212,10/16/07,Meeting,,
10212,5/20/08,Phone Call,,
10212,7/16/08,Mailing,,
10212,10/15/08,Meeting,,
10212,12/1/09,Meeting,,
10212,7/20/10,Mailing,,
10212,11/16/11,Email,,
10212,6/16/14,Mailing,,
10216,7/25/05,Phone Call,,
10216,5/2/07,Phone Call,,
10216,5/9/08,Phone Call,,
10216,12/30/13,Email,,
10216,3/16/15,Phone Call,,
10216,2/17/16,Email,,
10217,5/30/12,Phone Call,,
1022,5/19/15,Email,,
10231,4/2/09,Phone Call,,
10236,12/18/12,Mailing,,
10236,1/14/16,Email,,
10237,2/15/05,Meeting,,
10237,9/21/05,Phone Call,,
10237,10/12/05,Meeting,,
10237,9/27/05,Phone Call,,
10237,4/27/09,Mailing,,
10237,4/15/14,Mailing,,
10243,12/3/12,Email,,
10243,9/18/15,Mailing,,
10247,11/12/08,Email,,
10253,7/7/14,Email,,
10257,6/12/15,Mailing,,
10258,5/19/11,Email,,
10265,6/23/05,Mailing,,
10265,7/12/05,Mailing,,
10265,9/4/13,Mailing,,
10270,7/19/06,Mailing,,
10270,11/8/06,Meeting,,
10276,5/25/11,Email,,
10276,1/9/12,Email,,
10280,7/22/05,Email,,
10285,7/19/06,Mailing,,
10288,7/28/04,Mailing,,
10288,11/17/06,Meeting,,
10288,11/30/09,Phone Call,,
10288,12/1/09,Phone Call,,
10293,2/9/15,Mailing,,
10294,7/18/05,Mailing,,
10294,12/19/05,Mailing,,
10294,11/12/08,Email,,
10294,10/2/12,Email,,
10294,10/12/12,Meeting,,
10294,10/15/12,Email,,
10298,1/31/13,Mailing,,
10298,5/1/15,Mailing,,
10300,3/21/06,Meeting,,
10300,10/3/12,Meeting,,
10302,3/28/13,Mailing,,
10302,12/10/15,Email,,
10302,1/29/16,Phone Call,,
10305,5/25/11,Email,,
10305,9/30/11,Meeting,,
10313,9/27/10,Meeting,,
10314,5/27/05,Meeting,,
10314,6/10/05,Mailing,,
10314,9/28/05,Mailing,,
10317,6/1/06,Meeting,,
10317,9/28/11,Meeting,,
10317,10/1/12,Mailing,,
10317,5/17/13,Phone Call,,
10317,8/6/14,Meeting,,
10317,6/2/14,Mailing,,
10317,8/20/14,Mailing,,
10317,5/4/15,Mailing,,
10317,5/11/15,Phone Call,,
10317,5/13/15,Phone Call,,
10317,5/21/15,Meeting,,
10317,5/28/15,Phone Call,,
10317,6/22/15,Phone Call,,
10317,6/26/15,Phone Call,,
10317,8/5/15,Phone Call,,
10317,10/12/15,Email,,
10318,4/25/05,Meeting,,
10318,7/30/07,Email,,
10318,4/22/13,Meeting,,
10318,1/15/14,Email,,
10318,3/13/14,Email,,
10319,8/6/14,Meeting,,
10319,6/2/14,Mailing,,
10319,8/20/14,Mailing,,
10319,5/4/15,Mailing,,
10321,7/10/06,Email,,
10325,9/17/08,Meeting,,
10325,3/3/09,Phone Call,,
10325,5/26/10,Email,,
10325,6/10/10,Phone Call,,
10325,6/15/10,Phone Call,,
10328,1/8/04,Phone Call,,
10328,11/4/10,Mailing,,
10328,5/3/11,Meeting,,
10328,11/10/11,Mailing,,
10328,1/11/12,Email,,
10328,11/5/12,Mailing,,
10328,5/17/13,Phone Call,,
10328,5/21/13,Mailing,,
10328,8/22/14,Meeting,,
10328,8/22/14,Mailing,,
10328,3/31/15,Email,,
10329,1/8/04,Phone Call,,
10329,9/23/09,Mailing,,
10329,8/12/10,Email,,
10329,9/14/10,Meeting,,
10329,10/1/12,Mailing,,
10329,5/17/13,Phone Call,,
10329,5/29/13,Mailing,,
10329,3/6/14,Meeting,,
10329,3/21/14,Mailing,,
10329,8/22/14,Mailing,,
10329,8/22/14,Meeting,,
10329,11/6/14,Email,,
10329,3/19/15,Phone Call,,
10329,4/8/15,Email,,
10329,2/24/16,Email,,
10329,2/25/16,Meeting,,
1033,12/10/04,Meeting,,
1033,3/16/05,Phone Call,,
1033,4/22/06,Meeting,,
1033,3/6/08,Phone Call,,
1033,3/17/08,Email,,
10332,8/1/05,Mailing,,
10332,1/14/08,Mailing,,
10332,8/25/09,Phone Call,,
10332,8/26/09,Phone Call,,
10332,5/13/11,Phone Call,,
10332,5/17/12,Email,,
10336,7/2/10,Meeting,,
1034,7/18/05,Mailing,,
1034,4/22/06,Meeting,,
1034,5/16/07,Mailing,,
1034,3/6/08,Phone Call,,
1034,3/17/08,Email,,
10340,8/29/13,Mailing,,
10343,5/30/14,Phone Call,,
10344,5/30/14,Phone Call,,
1035,2/16/16,Mailing,,
10354,6/9/06,Meeting,,
10354,12/15/09,Email,,
10354,1/8/10,Meeting,,
10354,1/13/10,Meeting,,
10354,9/11/12,Meeting,,
10354,10/29/12,Mailing,,
10360,8/8/06,Phone Call,,
10360,12/11/07,Email,,
10360,9/17/08,Meeting,,
10360,9/24/08,Mailing,,
10360,3/3/09,Phone Call,,
10360,5/26/10,Email,,
10360,6/10/10,Phone Call,,
10360,6/15/10,Phone Call,,
10360,8/24/11,Meeting,,
10360,4/12/12,Phone Call,,
10360,7/16/13,Email,,
10360,2/8/16,Mailing,,
10361,2/24/05,Phone Call,,
10361,2/25/10,Phone Call,,
10361,4/30/12,Email,,
10365,7/29/08,Phone Call,,
10365,9/10/08,Email,,
10365,2/6/09,Phone Call,,
10365,8/7/09,Phone Call,,
10365,8/13/09,Phone Call,,
10365,12/7/09,Mailing,,
10365,4/1/15,Phone Call,,
10365,5/28/15,Phone Call,,
10372,5/16/05,Mailing,,
10383,2/17/10,Mailing,,
10385,3/20/08,Meeting,,
10385,5/25/11,Email,,
10385,1/16/13,Mailing,,
10386,8/4/04,Phone Call,,
10386,10/8/04,Phone Call,,
10386,12/29/04,Phone Call,,
10386,7/31/06,Phone Call,,
10387,1/5/04,Phone Call,,
10387,2/19/04,Meeting,,
10387,6/13/06,Meeting,,
10387,5/15/08,Phone Call,,
10387,5/29/12,Email,,
10387,7/6/12,Email,,
10387,5/7/13,Email,,
10387,1/24/14,Email,,
10387,2/17/14,Email,,
10387,4/15/14,Mailing,,
10387,6/10/15,Email,,
10388,5/15/08,Phone Call,,
10388,5/7/13,Email,,
10388,1/24/14,Email,,
10388,6/10/15,Email,,
10390,2/28/05,Phone Call,,
10390,2/14/13,Email,,
10390,2/16/13,Phone Call,,
10390,2/20/13,Phone Call,,
10390,2/20/13,Phone Call,,
10390,2/21/13,Phone Call,,
10390,8/30/13,Email,,
10391,9/23/03,Meeting,,
10391,8/13/10,Phone Call,,
10391,10/10/11,Mailing,,
10392,8/12/10,Meeting,,
10401,4/22/08,Meeting,,
10401,9/23/08,Phone Call,,
10401,2/24/09,Mailing,,
10401,2/11/10,Meeting,,
10404,2/9/07,Meeting,,
10406,2/28/06,Phone Call,,
10406,3/1/06,Meeting,,
10406,3/29/06,Mailing,,
10406,4/16/14,Meeting,,
10406,3/10/15,Email,,
10406,3/10/15,Mailing,,
10406,9/1/15,Mailing,,
10406,6/25/15,Mailing,,
1041,10/15/08,Phone Call,,
1041,10/22/08,Email,,
1041,10/23/08,Email,,
1041,11/3/15,Mailing,,
1041,11/1/11,Phone Call,,
1041,11/19/15,Mailing,,
1041,3/2/16,Mailing,,
10411,9/23/09,Mailing,,
10418,5/24/11,Email,,
10418,5/15/15,Email,,
10446,3/13/15,Mailing,,
10449,10/15/12,Email,,
10504,4/6/15,Email,,
10504,8/6/15,Email,,
10504,9/30/15,Email,,
10504,1/12/16,Mailing,,
1051,12/15/09,Phone Call,,
10514,2/24/14,Email,,
10528,5/25/11,Email,,
10529,9/7/06,Meeting,,
10529,6/13/11,Mailing,,
1053,9/15/05,Phone Call,,
1053,9/15/05,Phone Call,,
1053,11/15/11,Mailing,,
1053,10/26/11,Meeting,,
10548,7/12/05,Meeting,,
10577,3/8/06,Meeting,,
10581,2/8/11,Meeting,,
1059,3/23/04,Meeting,,
1059,7/7/06,Phone Call,,
1059,7/7/06,Email,,
1059,9/14/05,Meeting,,
1059,1/24/06,Meeting,,
1059,5/21/08,Phone Call,,
1059,5/27/08,Phone Call,,
1059,5/28/09,Phone Call,,
106,10/10/06,Meeting,,
10637,8/23/05,Meeting,,
10637,9/27/05,Phone Call,,
10637,9/27/05,Phone Call,,
10637,10/19/11,Meeting,,
10637,2/9/12,Meeting,,
10637,1/31/12,Phone Call,,
10637,2/15/12,Mailing,,
10637,10/24/13,Meeting,,
10637,10/29/15,Meeting,,
10644,7/22/05,Phone Call,,
1065,9/27/05,Phone Call,,
1065,11/14/05,Meeting,,
10652,6/18/13,Mailing,,
1066,3/16/05,Email,,
1066,9/30/15,Email,,
1066,12/10/15,Email,,
1068,2/13/09,Email,,
1068,6/15/11,Phone Call,,
1068,1/23/13,Email,,
1068,5/14/13,Email,,
1068,9/27/13,Email,,
1068,6/26/14,Mailing,,
1068,6/25/15,Mailing,,
107,11/12/04,Meeting,,
107,3/5/08,Phone Call,,
10703,5/24/11,Email,,
10743,10/25/05,Email,,
10743,10/5/05,Meeting,,
10743,10/27/05,Mailing,,
10745,4/18/08,Phone Call,,
10745,12/7/12,Mailing,,
10745,6/25/13,Email,,
10745,7/22/13,Mailing,,
10745,12/19/13,Mailing,,
10745,7/14/14,Email,,
10745,8/25/14,Mailing,,
10745,10/7/14,Email,,
10745,11/19/14,Mailing,,
10745,2/11/15,Mailing,,
10745,8/28/15,Mailing,,
10746,9/8/05,Phone Call,,
10746,6/8/06,Phone Call,,
10746,4/18/08,Phone Call,,
10746,10/30/12,Email,,
10746,11/9/12,Phone Call,,
10746,12/7/12,Mailing,,
10746,5/2/13,Mailing,,
10746,6/25/13,Email,,
10746,7/22/13,Mailing,,
10746,12/19/13,Mailing,,
10746,5/9/14,Mailing,,
10746,7/14/14,Email,,
10746,8/25/14,Mailing,,
10746,10/7/14,Email,,
10746,11/19/14,Mailing,,
10746,5/9/15,Mailing,,
10746,8/19/15,Mailing,,
10746,2/9/16,Email,,
10775,1/13/04,Meeting,,
10775,3/10/05,Phone Call,,
10775,6/14/05,Phone Call,,
10775,9/8/05,Meeting,,
10775,5/11/06,Meeting,,
10775,6/4/06,Meeting,,
10775,6/21/06,Mailing,,
10775,10/4/06,Meeting,,
10775,10/1/07,Mailing,,
10775,10/8/07,Meeting,,
10775,11/3/08,Meeting,,
10775,6/15/09,Email,,
10775,7/31/09,Meeting,,
10775,7/7/09,Meeting,,
10775,8/4/09,Meeting,,
10775,8/24/09,Phone Call,,
10775,10/5/09,Mailing,,
10775,1/11/10,Email,,
10775,1/27/10,Meeting,,
10775,2/19/10,Phone Call,,
10775,8/18/10,Meeting,,
10775,8/26/10,Mailing,,
10775,11/10/10,Meeting,,
10775,11/4/10,Phone Call,,
10775,12/16/10,Mailing,,
10775,8/17/11,Meeting,,
10775,8/24/11,Mailing,,
10775,10/3/11,Mailing,,
10775,12/16/11,Mailing,,
10775,4/23/12,Meeting,,
10775,4/26/12,Mailing,,
10775,4/9/12,Phone Call,,
10775,7/26/12,Meeting,,
10775,8/22/12,Email,,
10775,5/13/13,Phone Call,,
10775,5/21/13,Meeting,,
10775,10/7/13,Mailing,,
10775,6/12/15,Meeting,,
10775,12/8/15,Meeting,,
1078,9/3/03,Meeting,,
1078,3/1/04,Meeting,,
10799,5/21/10,Phone Call,,
108,6/14/05,Meeting,,
108,1/27/06,Meeting,,
108,2/15/08,Meeting,,
108,1/27/09,Meeting,,
108,4/7/09,Phone Call,,
108,4/15/09,Phone Call,,
108,5/15/09,Phone Call,,
108,5/31/13,Email,,
10806,11/12/03,Meeting,,
10806,10/3/07,Meeting,,
10806,5/21/08,Phone Call,,
10806,5/23/08,Email,,
10806,5/14/10,Phone Call,,
10806,5/14/10,Phone Call,,
10806,12/9/10,Mailing,,
10806,3/8/11,Email,,
10806,5/12/11,Email,,
1081,11/2/09,Phone Call,,
10811,6/18/10,Mailing,,
10811,12/18/12,Mailing,,
10822,10/11/06,Meeting,,
10822,1/23/09,Meeting,,
10822,2/2/09,Mailing,,
10822,5/24/11,Email,,
10822,5/30/12,Phone Call,,
1083,2/6/13,Email,,
1084,7/18/05,Mailing,,
10844,1/13/05,Meeting,,
10844,5/23/05,Meeting,,
10844,1/14/11,Meeting,,
10844,1/18/11,Mailing,,
10846,11/11/13,Email,,
1087,2/23/05,Phone Call,,
1087,4/14/05,Phone Call,,
1087,4/16/05,Meeting,,
1087,8/31/05,Phone Call,,
10876,1/24/06,Phone Call,,
10876,7/30/10,Phone Call,,
10882,12/15/04,Meeting,,
10882,5/24/11,Phone Call,,
10883,5/9/11,Email,,
10883,9/28/12,Meeting,,
10883,5/1/13,Meeting,,
10888,9/29/05,Meeting,,
10891,10/5/04,Meeting,,
10896,3/15/04,Phone Call,,
10897,5/25/06,Meeting,,
10897,6/13/07,Meeting,,
10897,6/18/07,Mailing,,
10897,9/7/07,Meeting,,
10897,10/23/07,Meeting,,
10897,10/23/07,Meeting,,
10897,7/20/10,Phone Call,,
10897,3/1/11,Mailing,,
10897,10/26/12,Meeting,,
10897,5/17/13,Email,,
10897,5/23/13,Phone Call,,
10897,6/12/13,Mailing,,
10897,7/19/13,Mailing,,
10897,10/12/13,Meeting,,
10897,11/22/13,Mailing,,
10897,5/27/14,Phone Call,,
10897,6/26/14,Mailing,,
10897,7/13/15,Mailing,,
10917,1/31/13,Meeting,,
10917,3/6/13,Meeting,,
10917,3/15/13,Mailing,,
10917,3/27/13,Phone Call,,
10933,3/23/04,Meeting,,
10933,7/9/06,Meeting,,
10933,5/12/08,Phone Call,,
10933,5/5/09,Phone Call,,
10933,4/3/14,Phone Call,,
10933,4/17/14,Mailing,,
10933,7/2/14,Email,,
10933,10/6/15,Phone Call,,
10933,10/16/15,Mailing,,
10933,2/4/16,Meeting,,
10934,9/20/05,Meeting,,
10934,3/11/08,Phone Call,,
10934,9/23/13,Email,,
10935,9/23/09,Mailing,,
10935,1/19/10,Email,,
10935,2/10/10,Email,,
10935,5/6/10,Email,,
10935,5/13/11,Email,,
10936,5/30/12,Phone Call,,
10944,5/27/14,Email,,
10947,3/17/08,Mailing,,
10947,10/8/12,Email,,
10947,3/27/13,Phone Call,,
10950,7/6/06,Mailing,,
10950,5/5/08,Meeting,,
10950,5/7/09,Phone Call,,
10950,8/7/09,Meeting,,
10950,12/3/09,Phone Call,,
10950,10/20/10,Meeting,,
10950,6/22/12,Mailing,,
10950,6/12/13,Mailing,,
10950,10/25/13,Meeting,,
10950,10/28/13,Mailing,,
10950,8/27/14,Mailing,,
10950,3/17/15,Email,,
10950,4/20/15,Email,,
10950,4/24/15,Mailing,,
10950,2/10/15,Email,,
10950,8/19/15,Email,,
10950,10/1/15,Email,,
10950,11/19/15,Meeting,,
10950,11/20/15,Email,,
10950,2/15/16,Email,,
10950,2/17/16,Phone Call,,
10950,2/18/16,Phone Call,,
10950,2/23/16,Meeting,,
10950,2/25/16,Phone Call,,
10954,12/11/07,Email,,
10954,2/3/11,Phone Call,,
10954,4/19/11,Email,,
10954,5/7/13,Email,,
10954,4/22/14,Email,,
10954,4/27/15,Email,,
10956,3/15/06,Meeting,,
10956,4/8/06,Mailing,,
10956,9/16/14,Email,,
10956,9/15/15,Meeting,,
10956,3/2/16,Email,,
10956,3/2/16,Email,,
10965,5/26/10,Email,,
10965,8/23/13,Phone Call,,
10970,11/5/09,Phone Call,,
10970,4/12/12,Phone Call,,
10970,2/26/13,Mailing,,
10970,8/26/13,Meeting,,
10970,11/17/14,Email,,
10970,11/9/15,Mailing,,
10971,12/7/15,Mailing,,
10977,8/5/10,Phone Call,,
10977,11/4/10,Mailing,,
10977,8/22/11,Mailing,,
10977,11/10/11,Mailing,,
10977,11/5/12,Phone Call,,
10977,5/30/13,Email,,
10977,12/20/13,Email,,
10977,11/6/15,Mailing,,
10980,1/12/05,Meeting,,
10980,10/13/05,Meeting,,
10980,11/10/05,Meeting,,
10980,2/21/08,Meeting,,
10980,7/23/08,Meeting,,
10980,5/26/09,Email,,
10980,9/9/11,Meeting,,
10980,9/19/11,Mailing,,
10980,11/3/11,Meeting,,
10980,11/11/11,Phone Call,,
10980,9/25/12,Email,,
10980,5/11/15,Email,,
10981,2/21/08,Meeting,,
10981,7/23/08,Meeting,,
10981,9/4/08,Phone Call,,
10981,8/31/09,Mailing,,
10981,9/9/11,Meeting,,
10981,9/19/11,Mailing,,
10981,11/11/11,Mailing,,
10981,5/11/15,Email,,
10982,4/21/05,Phone Call,,
10982,11/5/07,Phone Call,,
10982,5/5/08,Phone Call,,
10982,5/7/09,Email,,
10982,8/14/09,Meeting,,
10982,12/3/09,Phone Call,,
10982,5/3/11,Phone Call,,
10982,10/20/10,Meeting,,
10982,1/10/12,Email,,
10982,4/2/12,Mailing,,
10982,8/3/12,Mailing,,
10982,6/12/13,Mailing,,
10982,10/25/13,Meeting,,
10982,11/1/13,Email,,
10982,8/27/14,Mailing,,
10982,3/17/15,Email,,
10982,4/24/15,Mailing,,
10982,2/10/15,Email,,
10982,8/19/15,Email,,
10982,10/1/15,Email,,
10982,2/10/15,Email,,
10982,2/15/16,Email,,
10982,2/23/16,Meeting,,
10982,2/25/16,Phone Call,,
10983,2/21/06,Email,,
10983,4/5/06,Email,,
10983,6/9/09,Phone Call,,
10983,6/22/09,Email,,
10983,6/29/09,Email,,
10983,7/30/09,Phone Call,,
10983,9/1/11,Mailing,,
10983,4/24/15,Mailing,,
10984,5/19/11,Email,,
10984,3/30/12,Mailing,,
10984,3/13/12,Meeting,,
10988,11/21/13,Meeting,,
10988,12/10/13,Mailing,,
10992,11/16/09,Email,,
10992,6/10/13,Mailing,,
10994,5/19/11,Email,,
10994,5/29/12,Email,,
10994,1/14/16,Meeting,,
10996,11/6/08,Meeting,,
10996,11/7/08,Phone Call,,
10996,11/11/08,Phone Call,,
10996,4/23/13,Meeting,,
10996,4/23/13,Mailing,,
10996,5/15/13,Email,,
10996,5/20/13,Email,,
10996,10/11/13,Email,,
10996,4/23/14,Email,,
10998,5/25/11,Email,,
11,5/30/14,Email,,
11004,1/20/06,Meeting,,
11004,1/28/10,Email,,
11004,5/24/11,Email,,
11004,7/29/14,Meeting,,
11005,9/27/13,Email,,
11013,1/19/16,Phone Call,,
11013,1/19/16,Email,,
11016,5/30/12,Email,,
11016,5/30/12,Phone Call,,
11016,7/3/12,Mailing,,
11019,5/23/05,Email,,
11020,11/18/09,Meeting,,
11020,6/21/11,Meeting,,
11020,11/10/15,Mailing,,
11027,2/5/13,Email,,
11028,12/7/12,Mailing,,
11028,5/30/13,Email,,
11028,5/31/13,Email,,
11029,5/25/11,Email,,
1103,12/11/03,Meeting,,
1103,7/19/06,Meeting,,
1103,4/29/08,Phone Call,,
1103,5/28/08,Meeting,,
1103,9/9/09,Meeting,,
1103,10/5/09,Mailing,,
1103,10/20/09,Phone Call,,
1103,2/17/10,Phone Call,,
1103,4/7/10,Email,,
1103,10/25/11,Email,,
1103,11/18/11,Mailing,,
1103,11/16/11,Meeting,,
1103,2/22/12,Mailing,,
1103,3/25/13,Email,,
1103,4/25/13,Meeting,,
1103,6/7/13,Mailing,,
1103,10/15/13,Email,,
1103,11/1/13,Email,,
1103,12/8/13,Email,,
1103,12/16/13,Email,,
1103,12/13/13,Meeting,,
1103,4/8/14,Email,,
1103,10/10/14,Email,,
1103,10/14/14,Email,,
1103,10/22/14,Phone Call,,
1103,2/11/15,Email,,
1103,2/17/16,Phone Call,,
11033,12/6/12,Email,,
11039,3/14/07,Meeting,,
11039,2/14/08,Meeting,,
11039,2/28/14,Meeting,,
11039,8/25/14,Email,,
11039,9/9/14,Email,,
11039,9/9/14,Email,,
11039,11/5/14,Mailing,,
11039,1/21/15,Email,,
11039,9/9/15,Phone Call,,
11041,9/28/05,Meeting,,
11041,10/6/05,Mailing,,
11041,10/13/05,Email,,
11041,11/3/05,Phone Call,,
11041,7/10/06,Email,,
11041,6/2/08,Phone Call,,
11042,3/23/04,Meeting,,
11042,12/14/04,Phone Call,,
11042,9/14/05,Phone Call,,
11042,3/30/06,Phone Call,,
11042,4/3/06,Phone Call,,
11042,4/10/06,Phone Call,,
11042,4/25/06,Phone Call,,
11042,7/9/06,Meeting,,
11042,8/24/06,Phone Call,,
11042,10/3/07,Phone Call,,
11042,9/15/08,Meeting,,
11042,8/19/09,Email,,
11042,1/5/10,Email,,
11043,3/4/05,Meeting,,
11043,8/25/05,Meeting,,
11043,5/19/08,Phone Call,,
11043,3/4/09,Mailing,,
11043,4/23/10,Phone Call,,
11043,4/23/10,Email,,
11043,5/7/10,Phone Call,,
11043,6/21/10,Meeting,,
11043,9/28/11,Phone Call,,
11043,10/10/11,Meeting,,
11043,2/1/12,Email,,
11043,10/10/11,Meeting,,
11043,4/5/14,Meeting,,
11043,4/4/14,Email,,
11043,4/11/14,Mailing,,
11043,4/22/14,Email,,
11043,4/23/14,Phone Call,,
11043,10/9/14,Email,,
11043,4/10/15,Email,,
11043,10/15/15,Email,,
11043,10/19/15,Email,,
11044,5/19/08,Phone Call,,
11044,7/10/09,Phone Call,,
11044,11/2/09,Mailing,,
11044,4/23/10,Phone Call,,
11044,4/23/10,Email,,
11044,5/7/10,Phone Call,,
11044,3/17/14,Email,,
11044,4/17/14,Email,,
11045,12/21/05,Mailing,,
11045,5/31/13,Email,,
11046,12/21/05,Mailing,,
11059,2/24/05,Phone Call,,
11059,5/20/11,Email,,
11059,7/14/14,Email,,
11059,7/16/14,Email,,
1107,12/10/13,Phone Call,,
1107,12/13/13,Mailing,,
1107,1/27/14,Phone Call,,
1107,3/18/14,Phone Call,,
11070,5/19/11,Email,,
11071,7/15/15,Mailing,,
11086,3/10/05,Phone Call,,
11086,12/3/12,Email,,
11086,1/21/13,Email,,
11086,3/18/14,Email,,
11086,4/1/14,Email,,
11090,1/14/04,Meeting,,
11090,4/9/04,Phone Call,,
11090,4/21/05,Phone Call,,
11090,12/7/05,Meeting,,
11090,6/15/06,Meeting,,
11090,7/25/06,Phone Call,,
11090,9/12/07,Email,,
11090,2/5/08,Phone Call,,
11090,2/19/08,Meeting,,
11090,7/9/08,Meeting,,
11090,7/21/08,Mailing,,
11090,9/4/08,Email,,
11090,1/12/09,Mailing,,
11090,1/20/09,Meeting,,
11090,4/22/09,Email,,
11090,5/4/09,Meeting,,
11090,5/7/09,Email,,
11090,7/14/09,Email,,
11090,7/15/09,Email,,
11090,2/10/10,Email,,
11090,2/11/10,Email,,
11090,2/11/10,Email,,
11090,7/21/10,Email,,
11090,11/15/10,Mailing,,
11090,11/22/10,Mailing,,
11090,12/17/10,Mailing,,
11090,3/14/11,Phone Call,,
11090,3/15/11,Mailing,,
11090,7/29/11,Phone Call,,
11090,8/1/11,Phone Call,,
11090,12/16/11,Mailing,,
11090,7/30/12,Phone Call,,
11090,11/13/12,Email,,
11090,10/11/12,Meeting,,
11090,12/18/12,Mailing,,
11090,8/7/12,Mailing,,
11090,12/20/12,Mailing,,
11090,1/11/13,Email,,
11090,3/15/13,Mailing,,
11090,3/18/13,Phone Call,,
11090,6/5/13,Mailing,,
11090,10/18/13,Mailing,,
11090,12/20/13,Mailing,,
11090,3/13/15,Phone Call,,
11090,6/25/15,Mailing,,
11090,11/5/15,Phone Call,,
11090,11/5/15,Mailing,,
11090,12/17/15,Meeting,,
11098,11/24/08,Phone Call,,
11098,1/15/09,Meeting,,
11098,1/23/09,Mailing,,
11098,1/28/14,Meeting,,
11098,2/3/14,Phone Call,,
11098,5/19/14,Email,,
11098,11/5/14,Mailing,,
11098,8/24/15,Email,,
11098,9/2/15,Meeting,,
111,4/16/13,Mailing,,
11101,8/9/04,Email,,
11108,5/1/13,Email,,
11108,6/12/15,Email,,
11108,10/14/15,Mailing,,
11110,9/16/11,Mailing,,
11110,5/26/15,Mailing,,
11111,1/9/08,Mailing,,
11111,3/28/08,Phone Call,,
11111,5/13/08,Email,,
11111,11/25/08,Mailing,,
11111,4/27/09,Email,,
11111,10/7/09,Phone Call,,
11111,5/13/11,Phone Call,,
11111,5/28/15,Mailing,,
11117,10/19/11,Mailing,,
11117,10/18/11,Meeting,,
11118,11/6/08,Meeting,,
11118,11/7/08,Phone Call,,
11118,11/11/08,Email,,
11119,5/13/11,Email,,
1112,3/3/05,Meeting,,
1112,9/28/05,Meeting,,
1112,10/5/05,Phone Call,,
1112,2/12/08,Phone Call,,
1112,1/9/09,Mailing,,
1112,12/7/11,Email,,
1112,1/9/12,Email,,
11126,4/16/12,Phone Call,,
11126,7/29/13,Email,,
11129,5/20/08,Phone Call,,
11136,12/16/11,Phone Call,,
11136,1/23/12,Mailing,,
