Attended,ID,Date,Event,
Yes,10401,11/6/08,Target Cities Houston Happy Hour 2008,
Yes,10401,4/12/08,Alumni Weekend 2008 - 1993 Class Reunion,
Yes,10401,3/1/05,Houston Alumni Mini-Summit 2-05,
Yes,10401,11/13/01,Houston Alumni Chapter Event 11-01,
Yes,10404,4/5/14,Alumni Weekend 2014 - Class of 1994 Party,
Yes,10404,4/4/14,Alumni Weekend 2014,
Yes,10404,4/16/04,Alumni Weekend 2004,
Yes,1041,4/15/05,Alumni Weekend 05,
Yes,10411,6/13/05,Jay Barth DC Book Signing & Reception,
Yes,10415,4/5/14,Alumni Weekend 2014 - Class of 1994 Party,
Yes,10415,4/5/14,Alumni Weekend 2014 - Reception for Nancy Fleming,
Yes,10415,4/4/14,Alumni Weekend 2014,
Yes,10418,4/20/12,Alumni Weekend 2012,
Yes,10418,4/11/02,DC Alumni Reception 4-02,
Yes,10449,4/18/02,Alumni Weekend 02,
Yes,1046,4/9/05,Class of 1951 reunion AW2001,
Yes,1046,4/20/01,Alumni Weekend 2001,
Yes,10484,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,10484,4/21/06,Half Century Club Luncheon 2006,
Yes,105,4/21/12,Alumni Weekend 2012 - Class of 1972 Saturday Night,
Yes,105,4/13/07,Alumni Weekend 07,
Yes,10501,3/23/02,Nashville Predators event 3-02,
Yes,10501,10/4/01,Nashville Happy Hour 10-4-01,
Yes,10501,3/24/01,Nashville Alumni Event,
Yes,1051,4/3/09,Alumni Weekend 2009,
Yes,1051,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,1051,,Alumni Weekend 2009 - Class of 1959 Party,
Yes,10548,4/20/01,Alumni Weekend 2001,
Yes,10570,,Parent Association Meeting 2007,
Yes,1059,,Candlelight Carol Service 2008,
Yes,10606,7/14/01,LR Cocktail Buffet Farewell Party for AHD,
Yes,10613,7/30/01,Butler Plaza Dedication,
Yes,10628,4/16/04,Alumni Weekend 2004,
Yes,10637,4/18/15,Inauguration of President William M. Tsutsui,
Yes,10637,4/18/15,Alumni Weekend 2015 - Class of 1980 Party,
Yes,10637,4/17/15,Alumni Weekend 2015,
Yes,10637,5/4/14,Gojira/Godzilla Event with Dr. Bill Tsutsui,
Yes,10637,4/5/14,Alumni Weekend 2014 - Class of 1979 Party,
Yes,10637,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,10637,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,10637,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,10637,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,10637,12/5/10,Candlelight Carol Service 2010,
Yes,10637,4/15/05,Alumni Weekend 05,
Yes,1066,4/15/05,Alumni Weekend 05,
Yes,10666,12/5/10,Candlelight Carol Service 2010,
Yes,10666,12/2/07,Candlelight Carol Sunday Lunch 2007,
Yes,10676,4/20/13,Alumni Weekend 2013 - Class of 1983,
Yes,10676,4/19/13,Alumni Weekend 2013,
Yes,10676,,2007 Spring Break New York Lily Mission Trip Dinne,
Yes,1068,4/19/13,Alumni Weekend 2013 - Half Century Club Luncheon,
Yes,1068,9/25/11,Family Weekend - Legacy Luncheon 2011,
Yes,1068,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,1068,9/26/08,Family Weekend 2008,
Yes,10704,,Class of 1967 Reunion Alumni Weekend 2007,
Yes,10706,,Family Weekend 2007,
Yes,10726,4/20/12,Alumni Weekend 2012,
Yes,10736,7/31/08,Hendrix Night at the Travs 2008,
Yes,10745,4/20/13,Alumni Weekend 2013 - Class of 1983,
Yes,10745,4/12/08,Alumni Weekend 2008 - 1983 Class Reunion,
Yes,10746,4/20/13,Alumni Weekend 2013 - Class of 1983,
Yes,10746,10/20/12,Alumni Weekend 2013 Planning Meeting,
Yes,10746,4/12/08,Alumni Weekend 2008 - 1983 Class Reunion,
Yes,10761,4/20/02,Reunion Party AW 02,
Yes,10775,12/6/15,Candlelight Carol Service 2015,
Yes,10775,4/18/15,Inauguration of President William M. Tsutsui,
Yes,10775,4/18/15,Alumni Weekend 2015 - Class of 1960 Party,
Yes,10775,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,10775,4/17/15,Alumni Weekend 2015 - Half Century Club Luncheon,
Yes,10775,3/8/15,BBQ Tour 2015 with Dr. Bill Tsutsui (LR PHUMC),
Yes,10775,5/4/14,Gojira/Godzilla Event with Dr. Bill Tsutsui,
Yes,10775,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,10775,3/4/14,Leadership Reception 2014,
Yes,10775,4/20/12,Alumni Weekend 2012 - Half Century Club Luncheon,
Yes,10775,3/6/12,Leadership Reception 2012,
Yes,10775,12/4/11,Candlelight Carol Service 2011,
Yes,10775,5/6/11,Celebrating the Campaign for National Leadership,
Yes,10775,4/17/10,Alumni Weekend 2010-1960 Class Party,
Yes,10775,4/16/10,Half Century Club Luncheon 2010,
Yes,10775,10/28/08,Little Rock Election Huddle October 2008,
Yes,10775,3/14/07,Hendrix Night at the Rep 2007,
Yes,10775,9/21/06,Little Rock Target Cities Huddle 9-06,
Yes,10775,8/1/06,Little Rock Target Cities Coffee Talk 8-06,
Yes,10775,5/18/06,Little Rock Huddle 5-18-06,
Yes,10775,4/27/06,Scholars Luncheon 2006,
Yes,10775,4/15/05,Alumni Weekend 05,
Yes,10775,12/5/04,Candlelight Carol Service & Reception '04,
Yes,10775,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,10775,3/16/04,Tom Goodwin Professor of the Year Reception,
Yes,10775,5/9/03,Board of Trustees Lunch with Priddys,
Yes,10775,,Little Rock Hendrix Huddle Feb 08,
Yes,1078,5/17/02,Inaugural Ball Guest Responses,
Yes,1078,1/17/02,Friends of Tim (Little Rock) Hosts,
Yes,1078,12/2/01,Candlelight Carol Service Reception 01,
Yes,1079,5/17/02,Inaugural Ball Guest Responses,
Yes,108,4/20/13,Alumni Weekend 2013 - Memorial Service,
Yes,10806,2/26/05,Art Johnson 80th Birthday event,
Yes,10822,4/13/07,Alumni Weekend 07,
Yes,10822,11/14/02,Memphis Alumni Chapter Event 11-14-02,
Yes,10844,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,10844,5/17/02,Inaugural Ball Guest Responses,
Yes,10846,12/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Fayetteville),
Yes,10846,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,10846,6/3/12,Hendrix at Crystal Bridges 2012,
Yes,10846,8/5/11,Hendrix Night at the Naturals 2011,
Yes,10846,7/17/08,Hendrix Night at the Naturals 2008,
Yes,10846,6/17/04,Northwest Arkansas reception at Webb home 6-04,
Yes,10846,4/16/04,Alumni Weekend 2004,
Yes,10846,4/22/03,Fayetteville Alumni Chapter 03,
Yes,1087,4/15/05,Alumni Weekend 05,
Yes,1087,4/15/05,Half Century Club Luncheon '05,
Yes,10882,4/5/14,Alumni Weekend 2014 - Class of 1964 Saturday Party,
Yes,10882,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,10882,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,10882,4/16/04,Alumni Weekend 2004,
Yes,10883,10/23/14,Founders Day Odyssey Medalist Reception 2014,
Yes,10883,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,10883,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,10883,4/20/13,Alumni Weekend 2013 - Carole Herrick Farewell,
Yes,10883,8/2/12,Hendrix Night at the Travs 2012,
Yes,10883,4/20/12,Alumni Weekend 2012,
Yes,10883,3/6/12,Leadership Reception 2012,
Yes,10883,2/7/12,Hendrix Night at the Rep 2012,
Yes,10883,8/11/11,Hendrix Night at the Travs 2011,
Yes,10883,5/6/11,Celebrating the Campaign for National Leadership,
Yes,10883,7/31/08,Hendrix Night at the Travs 2008,
Yes,10883,4/11/08,Alumni Weekend 2008,
Yes,10883,3/16/04,Tom Goodwin Professor of the Year Reception,
Yes,10883,1/20/04,Hendrix Night at the Rep 2004,
Yes,10883,5/17/02,Inaugural Ball Guest Responses,
Yes,10883,1/29/02,Hendrix Night at the Rep 2002,
Yes,10883,,Alumni Odyssey College 2008,
Yes,10888,9/26/08,Family Weekend 2008,
Yes,10891,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,10897,12/6/15,Candlelight Carol Service 2015,
Yes,10897,9/26/15,"Football 2015 - ""Formers"" Homecoming",
Yes,10897,12/7/14,Candlelight Carol Service 2014,
Yes,10897,9/27/14,Family Weekend Leadership Parents Reception 2014,
Yes,10897,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,10897,3/4/14,Leadership Reception 2014,
Yes,10897,9/7/13,Former Warrior Football Homecoming Court 2013,
Yes,10897,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,10897,12/2/12,Candlelight Carol Service 2012,
Yes,10897,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,10897,12/4/11,Candlelight Carol Service 2011,
Yes,10897,5/21/11,Alumni Odyssey College 2011,
Yes,10897,5/6/11,Celebrating the Campaign for National Leadership,
Yes,10897,10/21/10,Founders Day Odyssey Medalist Reception 2010,
Yes,10897,5/22/10,Alumni Odyssey College 2010,
Yes,10897,4/17/10,Alumni Weekend 2010-1965 Class Party,
Yes,10897,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,10897,12/6/09,Candlelight Carol Service 2009,
Yes,10897,5/16/09,Alumni Odyssey College 2009,
Yes,10897,12/2/07,Candlelight Carol 2007,
Yes,10897,12/2/07,Candlelight Carol Sunday Lunch 2007,
Yes,10897,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,10897,5/19/07,Alumni Odyssey College 2007,
Yes,10897,12/3/06,Candlelight Carol 2006,
Yes,10897,12/4/05,Candlelight Carol 2005,
Yes,10897,10/27/04,Founders Weekend 04,
Yes,10897,12/2/01,Candlelight Carol Service Reception 01,
Yes,10897,7/14/01,LR Cocktail Buffet Farewell Party for AHD,
Yes,10897,5/9/00,Pre-Inauguration Reception-Conway Friends of Tim,
Yes,10897,,Alumni Odyssey College 2008,
Yes,10897,,Football Donor Reception October 2013,
Yes,10927,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,1093,4/20/12,Alumni Weekend 2012 - Class of 1982 Friday Night,
Yes,1093,4/13/07,Alumni Weekend 07,
Yes,1093,4/21/06,Alumni Weekend 2006,
Yes,1093,4/16/04,Alumni Weekend 2004,
Yes,1093,,Class of 1982 Reunion Alumni Weekend 2007,
Yes,10933,4/25/03,Texarkana Area Alumni Reception 2003,
Yes,10933,4/5/02,Southwest AR Reception in Texarkana 4-02,
Yes,10934,8/19/04,Target Cities - Dallas 2004,
Yes,10936,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10936,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,1094,4/20/12,Alumni Weekend 2012 - Class of 1982 Friday Night,
Yes,1094,4/13/07,Alumni Weekend 07,
Yes,1094,4/16/04,Alumni Weekend 2004,
Yes,1094,,Class of 1982 Reunion Alumni Weekend 2007,
Yes,10944,2/7/12,Hendrix Night at the Rep 2012,
Yes,10944,3/7/02,AR Dept. of Health Alumni Luncheon,
Yes,10950,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10950,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,10950,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,10950,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10950,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,10950,4/15/05,Alumni Weekend 05,
Yes,10954,2/29/16,Leadership Donors Reception 2016,
Yes,10954,10/22/15,Founders Day Odyssey Medalist Reception 2015,
Yes,10954,10/22/15,Odyssey Medal Luncheon 2015,
Yes,10954,9/27/15,Family Weekend Parent Association Meeting 2015,
Yes,10954,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,10954,4/18/15,Alumni Weekend 2015 - Alumni Association Awards,
Yes,10954,4/17/15,Alumni Weekend 2015 - Half Century Club Luncheon,
Yes,10954,12/7/14,Candlelight Carol Service 2014,
Yes,10954,10/23/14,Founders Day Odyssey Medal Luncheon 2014,
Yes,10954,6/8/14,Conway Open House - Bill Tsutsui & Marjorie Swann,
Yes,10954,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,10954,3/4/14,Leadership Reception 2014,
Yes,10954,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,10954,4/19/13,Alumni Weekend 2013 - Half Century Club Luncheon,
Yes,10954,12/2/12,Candlelight Carol Service 2012,
Yes,10954,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,10954,4/20/12,Alumni Weekend 2012 - Half Century Club Luncheon,
Yes,10954,12/4/11,Candlelight Carol Service 2011,
Yes,10954,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,10954,8/11/11,Hendrix Night at the Travs 2011,
Yes,10954,5/6/11,Celebrating the Campaign for National Leadership,
Yes,10954,10/21/10,Founders Day Odyssey Medalist Reception 2010,
Yes,10954,6/25/10,Hendrix Night At The Travs 2010,
Yes,10954,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,10954,8/7/09,Hendrix Night at the Travelers 2009,
Yes,10954,4/3/09,Alumni Weekend 2009,
Yes,10954,4/3/09,Alumni Weekend 2009 Half Century Club Luncheon,
Yes,10954,10/23/08,Founders Day Odyssey Medalist Luncheon 2008,
Yes,10954,7/31/08,Hendrix Night at the Travs 2008,
Yes,10954,4/11/08,Half Century Club Luncheon 2008,
Yes,10954,2/7/08,Founder's Day and Odyssey Medalists 2008,
Yes,10954,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,10954,4/13/07,Half Century Club Luncheon 07,
Yes,10954,4/27/06,Scholars Luncheon 2006,
Yes,10954,1/31/06,Hendrix Night at the Rep 2006,
Yes,10954,5/17/05,Kresge Award Banquet(honoring Lucile Shivley) 5-05,
Yes,10954,4/28/05,Scholars Luncheon 4-05,
Yes,10954,10/27/04,Founders Weekend 04,
Yes,10954,9/19/04,Rock the Vote Brunch 9-04,
Yes,10954,6/12/04,Alumni Summit 04,
Yes,10954,3/16/04,Tom Goodwin Professor of the Year Reception,
Yes,10954,11/12/03,"Dinner honoring Tom Goodwin, Professor of the Year",
Yes,10954,5/9/03,Board of Trustees Lunch with Priddys,
Yes,10954,5/17/02,Inaugural Ball Guest Responses,
Yes,10954,4/18/02,Alumni Weekend 02,
Yes,10954,9/22/01,Board of Governors 9-01,
Yes,10954,7/14/01,LR Cocktail Buffet Farewell Party for AHD,
Yes,10954,5/9/00,Pre-Inauguration Reception-Conway Friends of Tim,
Yes,10954,,Hendrix Night at the Travs 2007,
Yes,10954,,Parent Association Meeting 2007,
Yes,10954,,Little Rock Hendrix Huddle Feb 08,
Yes,10954,,Founders Day Luncheon 2009,
Yes,10954,,Football Donor Reception October 2013,
Yes,10956,9/11/15,Hendrix in DC program with Pete Gess,
Yes,10956,6/30/11,Hendrix Night at SFMOMA 2011,
Yes,10957,12/6/15,Candlelight Carol Service 2015,
Yes,10957,4/15/11,Alumni Weekend 2011,
Yes,10957,12/3/06,Candlelight Carol 2006,
Yes,10957,12/4/05,Candlelight Carol 2005,
Yes,10960,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10960,,Class of 1997 Reunion Alumni Weekend 2007,
Yes,10965,8/23/00,Night at the Travs 00,
Yes,10970,10/10/15,Football 2015 - October 10 Tailgating,
Yes,10970,4/13/07,Alumni Weekend 07,
Yes,10970,8/13/06,Memphis Send Off Party 06,
Yes,10970,,FY 2014-15 Office Mugshot Visits,
Yes,10971,4/13/07,Alumni Weekend 07,
Yes,10971,,FY 2014-15 Office Mugshot Visits,
Yes,10980,11/3/11,Jonesboro Happy Hour 2011--Annual Fund,
Yes,10980,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10981,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10981,11/3/11,Jonesboro Happy Hour 2011--Annual Fund,
Yes,10982,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10982,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,10982,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,10982,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10982,4/15/05,Alumni Weekend 05,
Yes,10983,10/22/15,Founders Day Odyssey Medalist Reception 2015,
Yes,10983,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10983,2/25/05,Marty & Tricia Rhodes Challenge Event,
Yes,10984,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10984,3/14/07,Hendrix Night at the Rep 2007,
Yes,10984,7/12/06,Hendrix Night at the Travs 06,
Yes,10984,4/15/05,Alumni Weekend 05,
Yes,10984,,Little Rock Wonder Place Event,
Yes,10986,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10986,4/17/15,Alumni Weekend 2015,
Yes,10986,4/15/05,Alumni Weekend 05,
Yes,10987,4/20/01,Alumni Weekend 2001,
Yes,10989,4/20/01,Alumni Weekend 2001,
Yes,10991,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10991,4/17/15,Alumni Weekend 2015,
Yes,10993,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10993,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10994,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10994,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,10994,4/15/05,Alumni Weekend 05,
Yes,10995,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10996,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,10996,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10996,4/3/09,Alumni Weekend 2009,
Yes,10998,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,10998,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,10998,4/15/05,Alumni Weekend 05,
Yes,110,4/25/01,Morgan Center Donor Dinner,
Yes,110,12/3/00,Candlelight Carol Service,
Yes,110,5/9/00,Pre-Inauguration Reception-Conway Friends of Tim,
Yes,11003,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11004,4/21/06,Alumni Weekend 2006,
Yes,11004,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,11004,4/16/04,Alumni Weekend 2004,
Yes,11007,7/17/08,Hendrix Night at the Naturals 2008,
Yes,11008,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11008,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11009,9/7/13,Sneak Peek of Football at Hendrix - Sept. 7,
Yes,11009,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,11010,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11011,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11015,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11015,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11015,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,11015,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,11016,8/5/11,Hendrix Night at the Naturals 2011,
Yes,11016,7/17/08,Hendrix Night at the Naturals 2008,
Yes,11019,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,11019,1/20/04,Hendrix Night at the Rep 2004,
Yes,1102,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,1102,4/20/12,Warrior Booster Club Hall of Honor Banquet 2012,
Yes,11020,10/22/15,Odyssey Medal Luncheon 2015,
Yes,11020,9/27/15,Family Weekend - Legacy Luncheon 2015,
Yes,11020,9/15/15,BBQ Tour 2015 with Dr. Bill Tsutsui (Bryant FUMC),
Yes,11020,8/29/15,Alumni Weekend 2016 Planning Meeting,
Yes,11020,9/28/14,Family Weekend - Legacy Luncheon 2014,
Yes,11020,4/6/14,Alumni Weekend 2014 - Memorial Service,
Yes,11020,4/5/14,Alumni Weekend 2014 - Reception for Nancy Fleming,
Yes,11020,4/20/13,Alumni Weekend 2013 - Memorial Service,
Yes,11020,4/22/12,Alumni Weekend 2012 - Memorial Service,
Yes,11020,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,11020,4/11/08,Alumni Weekend 2008,
Yes,11020,4/21/06,Alumni Weekend 2006,
Yes,11020,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,11020,4/1/04,Hendrix-Lilly Conversation 4/04,
Yes,11020,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,11020,1/20/04,Hendrix Night at the Rep 2004,
Yes,11027,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11027,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,11029,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11029,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11029,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,11029,5/23/06,Dallas Roughriders Target Cities event May 2006,
Yes,1103,2/29/16,Leadership Donors Reception 2016,
Yes,1103,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,1103,4/4/14,Alumni Weekend 2014,
Yes,1103,3/4/14,Leadership Reception 2014,
Yes,1103,12/2/12,Candlelight Carol Service 2012,
Yes,1103,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,1103,5/6/11,Celebrating the Campaign for National Leadership,
Yes,1103,4/17/10,Alumni Weekend 2010-1965 Class Party,
Yes,1103,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,1103,10/28/08,Little Rock Election Huddle October 2008,
Yes,1103,9/9/05,Hendrix Connection Coffee at Terri Erwin's 9-05,
Yes,1103,4/15/05,Alumni Weekend 05,
Yes,1103,5/17/02,President Cloyd's Inauguration - Alumni Reps,
Yes,1103,8/23/00,Night at the Travs 00,
Yes,11033,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11033,1/19/13,Hendrix at the LA Philharmonic 2013,
Yes,11038,4/18/15,Alumni Weekend 2015 - Class of 1995 Party,
Yes,11039,4/2/01,Tulsa Event 4-2-01,
Yes,11041,8/12/03,Washington DC area chapter Happy Hour 8/03,
Yes,11041,4/11/02,DC Alumni Reception 4-02,
Yes,11041,10/21/00,Virginia Gold Cup 00,
Yes,11042,5/6/10,SLTC Appreciation Dinner 2010 (2),
Yes,11042,9/26/07,Wellness and Athletic Center Opening Donor Dinner,
Yes,11042,10/27/04,Founders Weekend 04,
Yes,11042,6/12/04,Alumni Summit 04,
Yes,11042,4/25/03,Texarkana Area Alumni Reception 2003,
Yes,11042,5/17/02,Inaugural Ball Guest Responses,
Yes,11042,4/18/02,Alumni Weekend 02,
Yes,11042,4/5/02,Southwest AR Reception in Texarkana 4-02,
Yes,11042,10/22/00,Ft. Worth Symphony & reception,
Yes,11043,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11043,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,11043,4/13/07,Alumni Weekend 07,
Yes,11043,4/17/04,Alumni Weekend 04 - Hendrix-in-London Reunion,
Yes,11043,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,11043,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,11043,4/20/02,Reunion Party AW 02,
Yes,11043,4/2/01,Tulsa Event 4-2-01,
Yes,11043,,Class of 1997 Reunion Alumni Weekend 2007,
Yes,11044,4/21/12,Alumni Weekend 2012 - Class of 1997 Reunion Party,
Yes,11044,4/15/11,Alumni Weekend 2011,
Yes,11044,4/17/10,Alumni Weekend 2010-1995 Class Party,
Yes,11044,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,11044,4/13/07,Alumni Weekend 07,
Yes,11044,4/17/04,Alumni Weekend 04 - Hendrix-in-London Reunion,
Yes,11044,4/16/04,Alummni Weekend 04 - Friday Night Reunions,
Yes,11044,4/1/04,"Hendrix Out to Lunch, Spring 2004",
Yes,11044,4/20/02,Reunion Party AW 02,
Yes,11044,4/2/01,Tulsa Event 4-2-01,
Yes,11044,,Class of 1997 Reunion Alumni Weekend 2007,
Yes,11045,4/21/12,Alumni Weekend 2012 - Class of 1997 Reunion Party,
Yes,11045,4/15/11,Alumni Weekend 2011 Half Century Club Luncheon,
Yes,11045,4/13/07,Alumni Weekend 07,
Yes,11045,12/5/04,Candlelight Carol Service & Reception '04,
Yes,11045,10/27/04,Founders Weekend 04,
Yes,11045,6/12/04,Alumni Summit 04,
Yes,11045,4/17/04,Alumni Weekend 04 - Hendrix-in-London Reunion,
